     |   y1   |   y2   |   y3   |   y4   |   y5   |   y6   |   y7   |   y8   |   y9   |   y10  |   y11  |   y12  |   y13  |   y14  |   y15  |   y16  |   y17  |   y18  |   y19  |   y20  |   y21  |   y22  |   y23  |   y24  |   y25  |   y26  |   y27  |   y28  |   y29  |   y30  |   y31  |   y32  |   y33  |   y34  |   y35  |   y36  |   y37  |   y38  |   y39  |   y40  |    b   |
 y36 |   0.00 | -42.00 |  68.67 |   0.00 |  72.33 |  96.33 |   0.00 | 179.00 | 151.00 |  46.00 | -19.67 | 128.33 |  38.00 |  47.00 |  17.67 | 160.00 | 137.00 |  67.00 | 156.33 |  86.67 | 171.33 | 100.33 |  19.00 |  39.33 |  51.33 |  86.33 |  37.67 |  75.00 | -20.67 |  76.67 |   0.00 |  23.00 |   0.00 |   0.00 |   0.00 |   1.00 |   0.00 |   0.00 | -10.67 |   1.00 | 215.33 |
 y37 |   0.00 |   3.00 |  -5.33 |   0.00 |   3.33 |  -5.67 |   0.00 | -13.00 | -14.00 |   0.00 |   6.33 |  -7.67 |  -3.00 |  -4.00 |   0.67 |  -8.00 | -12.00 |  -2.00 | -12.67 |  -2.33 | -11.67 |  -4.67 |   4.00 |   0.33 |  -0.67 |  -1.67 |  -4.33 |  -9.00 |   7.33 |  -1.33 |   0.00 |  -2.00 |   0.00 |   0.00 |   0.00 |   0.00 |   1.00 |   0.00 |   0.33 |   0.00 |  22.33 |
 y38 |   0.00 | -30.50 |  34.78 |   0.00 |  37.89 |  47.72 |   0.00 | 104.67 |  82.50 |  27.33 | -15.94 |  70.56 |  17.33 |  23.17 |   6.94 |  88.00 |  77.00 |  37.50 |  92.72 |  46.28 |  99.22 |  50.06 |   3.33 |  16.89 |  26.89 |  45.22 |  14.94 |  33.33 | -15.28 |  38.28 |   0.00 |  13.17 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   1.00 |  -6.78 |   0.17 | 128.39 |
  y1 |   1.00 |  -6.50 |   9.44 |   0.00 |   9.22 |  13.06 |   0.00 |  24.67 |  20.50 |   6.33 |  -2.61 |  17.89 |   5.33 |   6.17 |   1.61 |  22.00 |  18.00 |   8.50 |  21.06 |  11.94 |  23.56 |  13.39 |   2.33 |   5.22 |   7.22 |  11.56 |   4.61 |   9.33 |  -2.94 |   9.94 |   0.00 |   3.17 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |  -1.44 |   0.17 |  28.72 |
 y33 |   0.00 | -48.50 |  70.89 |   0.00 |  67.44 |  91.61 |   0.00 | 180.33 | 148.50 |  45.67 | -20.72 | 128.78 |  38.67 |  47.83 |   9.72 | 160.00 | 134.00 |  65.50 | 158.61 |  91.39 | 169.11 |  96.28 |  19.67 |  41.44 |  54.44 |  84.11 |  30.72 |  68.67 | -23.39 |  67.39 |   0.00 |  22.83 |   1.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 | -10.89 |   0.83 | 196.94 |
     |   y1   |   y2   |   y3   |   y4   |   y5   |   y6   |   y7   |   y8   |   y9   |   y10  |   y11  |   y12  |   y13  |   y14  |   y15  |   y16  |   y17  |   y18  |   y19  |   y20  |   y21  |   y22  |   y23  |   y24  |   y25  |   y26  |   y27  |   y28  |   y29  |   y30  |   y31  |   y32  |   y33  |   y34  |   y35  |   y36  |   y37  |   y38  |   y39  |   y40  |    b   |
 y31 |   0.00 |   0.00 | -19.78 |   0.00 |  84.11 |  -6.56 |   0.00 | -31.00 | -64.33 |  35.33 |  60.78 |  -5.56 | -12.67 | -12.00 |  11.89 |   9.67 | -50.00 |  21.67 | -46.22 |  29.22 | -27.56 |  10.44 |  53.00 |  26.11 |  27.44 |  35.11 | -26.44 | -67.67 |  69.11 |  27.89 |   1.00 |  -8.67 |   0.00 |   0.00 |   0.00 |   0.00 |  11.67 |   0.00 |  -3.56 |   0.67 | 410.78 |
  y7 |   0.00 |   0.00 |   1.56 |   0.00 |   3.78 |   2.78 |   1.00 |   3.67 |   2.33 |   2.00 |   1.78 |   3.11 |   1.00 |   0.67 |   1.56 |   4.33 |   2.00 |   2.33 |   2.44 |   3.56 |   3.78 |   3.11 |   2.33 |   1.78 |   2.44 |   3.11 |   0.89 |   1.00 |   2.11 |   2.89 |   0.00 |   0.33 |   0.00 |   0.00 |   0.00 |   0.00 |   0.33 |   0.00 |  -0.22 |  -0.00 |  17.11 |
  y4 |   0.00 |   0.00 |   0.22 |   1.00 |   2.11 |   0.44 |   0.00 |  -0.50 |  -0.83 |   1.33 |   1.78 |   0.94 |   0.83 |   0.50 |   0.39 |   0.67 |  -1.00 |   0.17 |  -0.72 |   0.22 |  -0.06 |   0.94 |   2.00 |   1.61 |   1.44 |   1.61 |  -0.44 |  -1.17 |   1.61 |   1.39 |   0.00 |  -0.17 |   0.00 |   0.00 |   0.00 |   0.00 |   0.17 |   0.00 |  -0.06 |   0.17 |   9.78 |
 y34 |   0.00 |   0.00 |   3.44 |   0.00 |  66.22 |   6.56 |   0.00 |   6.67 | -17.00 |  31.33 |  40.89 |  19.89 |   0.33 |  -5.33 |   9.11 |  27.00 | -18.00 |  22.00 |  -8.44 |  30.44 |  10.56 |  20.89 |  40.33 |  28.22 |  24.22 |  38.56 | -12.89 | -23.67 |  41.56 |  26.44 |   0.00 |  -2.33 |   0.00 |   1.00 |   0.00 |   0.00 |   7.00 |   0.00 |  -3.44 |   0.67 | 292.22 |
 y35 |   0.00 |   0.00 |  12.22 |   0.00 |  64.11 |  25.78 |   0.00 |  25.33 |  -4.00 |  32.67 |  38.44 |  32.44 |   6.67 |   4.33 |  12.56 |  46.00 |  -0.00 |  31.00 |  11.78 |  41.22 |  31.78 |  33.44 |  43.67 |  30.11 |  29.11 |  40.78 |  -9.44 | -20.33 |  37.78 |  39.22 |   0.00 |   0.33 |   0.00 |   0.00 |   1.00 |   0.00 |   7.00 |   0.00 |  -4.22 |   0.33 | 306.11 |
 y36 |   0.00 |   0.00 |  -6.00 |   0.00 | 119.00 |  17.00 |   0.00 |  -3.00 | -45.00 |  46.00 |  69.00 |  21.00 |  -4.00 |  -9.00 |  27.00 |  48.00 | -31.00 |  39.00 | -21.00 |  54.00 |   8.00 |  35.00 |  75.00 |  44.00 |  42.00 |  63.00 | -23.00 | -51.00 |  82.00 |  58.00 |   0.00 |  -5.00 |   0.00 |   0.00 |   0.00 |   1.00 |  14.00 |   0.00 |  -6.00 |   1.00 | 528.00 |
  y2 |   0.00 |   1.00 |  -1.78 |   0.00 |   1.11 |  -1.89 |   0.00 |  -4.33 |  -4.67 |   0.00 |   2.11 |  -2.56 |  -1.00 |  -1.33 |   0.22 |  -2.67 |  -4.00 |  -0.67 |  -4.22 |  -0.78 |  -3.89 |  -1.56 |   1.33 |   0.11 |  -0.22 |  -0.56 |  -1.44 |  -3.00 |   2.44 |  -0.44 |   0.00 |  -0.67 |   0.00 |   0.00 |   0.00 |   0.00 |   0.33 |   0.00 |   0.11 |   0.00 |   7.44 |
 y38 |   0.00 |   0.00 | -19.44 |   0.00 |  71.78 |  -9.89 |   0.00 | -27.50 | -59.83 |  27.33 |  48.44 |  -7.39 | -13.17 | -17.50 |  13.72 |   6.67 | -45.00 |  17.17 | -36.06 |  22.56 | -19.39 |   2.61 |  44.00 |  20.28 |  20.11 |  28.28 | -29.11 | -58.17 |  59.28 |  24.72 |   0.00 |  -7.17 |   0.00 |   0.00 |   0.00 |   0.00 |  10.17 |   1.00 |  -3.39 |   0.17 | 355.44 |
  y1 |   1.00 |   0.00 |  -2.11 |   0.00 |  16.44 |   0.78 |   0.00 |  -3.50 |  -9.83 |   6.33 |  11.11 |   1.28 |  -1.17 |  -2.50 |   3.06 |   4.67 |  -8.00 |   4.17 |  -6.39 |   6.89 |  -1.72 |   3.28 |  11.00 |   5.94 |   5.78 |   7.94 |  -4.78 | -10.17 |  12.94 |   7.06 |   0.00 |  -1.17 |   0.00 |   0.00 |   0.00 |   0.00 |   2.17 |   0.00 |  -0.72 |   0.17 |  77.11 |
 y33 |   0.00 |   0.00 | -15.33 |   0.00 | 121.33 |  -0.00 |   0.00 | -29.83 | -77.83 |  45.67 |  81.67 |   4.83 |  -9.83 | -16.83 |  20.50 |  30.67 | -60.00 |  33.17 | -46.17 |  53.67 | -19.50 |  20.83 |  84.33 |  46.83 |  43.67 |  57.17 | -39.33 | -76.83 |  95.17 |  45.83 |   0.00 |  -9.50 |   1.00 |   0.00 |   0.00 |   0.00 |  16.17 |   0.00 |  -5.50 |   0.83 | 558.00 |
     |   y1   |   y2   |   y3   |   y4   |   y5   |   y6   |   y7   |   y8   |   y9   |   y10  |   y11  |   y12  |   y13  |   y14  |   y15  |   y16  |   y17  |   y18  |   y19  |   y20  |   y21  |   y22  |   y23  |   y24  |   y25  |   y26  |   y27  |   y28  |   y29  |   y30  |   y31  |   y32  |   y33  |   y34  |   y35  |   y36  |   y37  |   y38  |   y39  |   y40  |    b   |
 y31 |   0.00 |   0.00 |  85.48 |   0.00 | 339.74 | 181.41 |  67.67 | 217.11 |  93.56 | 170.67 | 181.07 | 204.96 |  55.00 |  33.11 | 117.15 | 302.89 |  85.33 | 179.56 | 119.19 | 269.81 | 228.07 | 220.96 | 210.89 | 146.41 | 192.85 | 245.63 |  33.70 |   0.00 | 211.96 | 223.37 |   1.00 |  13.89 |   0.00 |   0.00 |   0.00 |   0.00 |  34.22 |   0.00 | -18.59 |   0.67 | 1568.63 |
 y28 |   0.00 |   0.00 |   1.56 |   0.00 |   3.78 |   2.78 |   1.00 |   3.67 |   2.33 |   2.00 |   1.78 |   3.11 |   1.00 |   0.67 |   1.56 |   4.33 |   2.00 |   2.33 |   2.44 |   3.56 |   3.78 |   3.11 |   2.33 |   1.78 |   2.44 |   3.11 |   0.89 |   1.00 |   2.11 |   2.89 |   0.00 |   0.33 |   0.00 |   0.00 |   0.00 |   0.00 |   0.33 |   0.00 |  -0.22 |  -0.00 |  17.11 |
  y4 |   0.00 |   0.00 |   2.04 |   1.00 |   6.52 |   3.69 |   1.17 |   3.78 |   1.89 |   3.67 |   3.85 |   4.57 |   2.00 |   1.28 |   2.20 |   5.72 |   1.33 |   2.89 |   2.13 |   4.37 |   4.35 |   4.57 |   4.72 |   3.69 |   4.30 |   5.24 |   0.59 |   0.00 |   4.07 |   4.76 |   0.00 |   0.22 |   0.00 |   0.00 |   0.00 |   0.00 |   0.56 |   0.00 |  -0.31 |   0.17 |  29.74 |
 y34 |   0.00 |   0.00 |  40.26 |   0.00 | 155.63 |  72.30 |  23.67 |  93.44 |  38.22 |  78.67 |  82.96 |  93.52 |  24.00 |  10.44 |  45.93 | 129.56 |  29.33 |  77.22 |  49.41 | 114.59 |  99.96 |  94.52 |  95.56 |  70.30 |  82.07 | 112.19 |   8.15 |   0.00 |  91.52 |  94.81 |   0.00 |   5.56 |   0.00 |   1.00 |   0.00 |   0.00 |  14.89 |   0.00 |  -8.70 |   0.67 | 697.19 |
 y35 |   0.00 |   0.00 |  43.85 |   0.00 | 140.93 |  82.26 |  20.33 |  99.89 |  43.44 |  73.33 |  74.59 |  95.70 |  27.00 |  17.89 |  44.19 | 134.11 |  40.67 |  78.44 |  61.48 | 113.52 | 108.59 |  96.70 |  91.11 |  66.26 |  78.81 | 104.04 |   8.63 |   0.00 |  80.70 |  97.96 |   0.00 |   7.11 |   0.00 |   0.00 |   1.00 |   0.00 |  13.78 |   0.00 |  -8.74 |   0.33 | 654.04 |
 y36 |   0.00 |   0.00 |  73.33 |   0.00 | 311.67 | 158.67 |  51.00 | 184.00 |  74.00 | 148.00 | 159.67 | 179.67 |  47.00 |  25.00 | 106.33 | 269.00 |  71.00 | 158.00 | 103.67 | 235.33 | 200.67 | 193.67 | 194.00 | 134.67 | 166.67 | 221.67 |  22.33 |   0.00 | 189.67 | 205.33 |   0.00 |  12.00 |   0.00 |   0.00 |   0.00 |   1.00 |  31.00 |   0.00 | -17.33 |   1.00 | 1400.67 |
  y2 |   0.00 |   1.00 |   2.89 |   0.00 |  12.44 |   6.44 |   3.00 |   6.67 |   2.33 |   6.00 |   7.44 |   6.78 |   2.00 |   0.67 |   4.89 |  10.33 |   2.00 |   6.33 |   3.11 |   9.89 |   7.44 |   7.78 |   8.33 |   5.44 |   7.11 |   8.78 |   1.22 |   0.00 |   8.78 |   8.22 |   0.00 |   0.33 |   0.00 |   0.00 |   0.00 |   0.00 |   1.33 |   0.00 |  -0.56 |   0.00 |  58.78 |
 y38 |   0.00 |   0.00 |  71.04 |   0.00 | 291.52 | 151.69 |  58.17 | 185.78 |  75.89 | 143.67 | 151.85 | 173.57 |  45.00 |  21.28 | 104.20 | 258.72 |  71.33 | 152.89 | 106.13 | 229.37 | 200.35 | 183.57 | 179.72 | 123.69 | 162.30 | 209.24 |  22.59 |   0.00 | 182.07 | 192.76 |   0.00 |  12.22 |   0.00 |   0.00 |   0.00 |   0.00 |  29.56 |   1.00 | -16.31 |   0.17 | 1350.74 |
  y1 |   1.00 |   0.00 |  13.70 |   0.00 |  54.85 |  29.02 |  10.17 |  33.78 |  13.89 |  26.67 |  29.19 |  32.91 |   9.00 |   4.28 |  18.87 |  48.72 |  12.33 |  27.89 |  18.46 |  43.04 |  36.69 |  34.91 |  34.72 |  24.02 |  30.63 |  39.57 |   4.26 |   0.00 |  34.41 |  36.43 |   0.00 |   2.22 |   0.00 |   0.00 |   0.00 |   0.00 |   5.56 |   0.00 |  -2.98 |   0.17 | 251.07 |
 y33 |   0.00 |   0.00 | 104.19 |   0.00 | 411.59 | 213.43 |  76.83 | 251.89 | 101.44 | 199.33 | 218.26 | 243.87 |  67.00 |  34.39 | 140.02 | 363.61 |  93.67 | 212.44 | 141.65 | 326.85 | 270.76 | 259.87 | 263.61 | 183.43 | 231.48 | 296.20 |  28.96 |   0.00 | 257.37 | 267.80 |   0.00 |  16.11 |   1.00 |   0.00 |   0.00 |   0.00 |  41.78 |   0.00 | -22.57 |   0.83 | 1872.70 |
